Subj_id,Session_id,Spout_onset,Spout_offset
SUBJ-ID-278,FP-Aversive-AM-220211-104943,158.518108,161.271644
SUBJ-ID-278,FP-Aversive-AM-220211-104943,166.599741,166.701240
SUBJ-ID-278,FP-Aversive-AM-220211-104943,166.714614,166.723052
SUBJ-ID-278,FP-Aversive-AM-220211-104943,166.742467,194.967511
SUBJ-ID-278,FP-Aversive-AM-220211-104943,196.171633,203.007406
SUBJ-ID-278,FP-Aversive-AM-220211-104943,203.563889,206.297252
SUBJ-ID-278,FP-Aversive-AM-220211-104943,206.362767,206.365082
SUBJ-ID-278,FP-Aversive-AM-220211-104943,206.377103,206.486794
SUBJ-ID-278,FP-Aversive-AM-220211-104943,207.171215,217.319649
SUBJ-ID-278,FP-Aversive-AM-220211-104943,223.901041,230.339564
SUBJ-ID-278,FP-Aversive-AM-220211-104943,230.995476,236.507197
SUBJ-ID-278,FP-Aversive-AM-220211-104943,237.161308,242.328781
SUBJ-ID-278,FP-Aversive-AM-220211-104943,242.676941,242.899988
SUBJ-ID-278,FP-Aversive-AM-220211-104943,243.893105,247.939564
SUBJ-ID-278,FP-Aversive-AM-220211-104943,248.461476,252.965663
SUBJ-ID-278,FP-Aversive-AM-220211-104943,269.452841,271.655608
SUBJ-ID-278,FP-Aversive-AM-220211-104943,272.613274,272.646758
SUBJ-ID-278,FP-Aversive-AM-220211-104943,272.736051,274.789315
SUBJ-ID-278,FP-Aversive-AM-220211-104943,281.720730,284.628070
SUBJ-ID-278,FP-Aversive-AM-220211-104943,285.589606,287.904870
SUBJ-ID-278,FP-Aversive-AM-220211-104943,288.727450,291.092091
SUBJ-ID-278,FP-Aversive-AM-220211-104943,291.854623,294.334546
SUBJ-ID-278,FP-Aversive-AM-220211-104943,295.420580,296.557752
SUBJ-ID-278,FP-Aversive-AM-220211-104943,296.744202,296.751964
SUBJ-ID-278,FP-Aversive-AM-220211-104943,297.399357,297.406136
SUBJ-ID-278,FP-Aversive-AM-220211-104943,297.705492,299.962675
