Subj_id,Session_id,Spout_onset,Spout_offset
SUBJ-ID-279,FP-Aversive-AM-220201-160835,144.440074,166.272471
SUBJ-ID-279,FP-Aversive-AM-220201-160835,171.854479,191.770235
SUBJ-ID-279,FP-Aversive-AM-220201-160835,192.406262,200.397066
SUBJ-ID-279,FP-Aversive-AM-220201-160835,200.404357,200.413635
SUBJ-ID-279,FP-Aversive-AM-220201-160835,200.882074,206.591345
SUBJ-ID-279,FP-Aversive-AM-220201-160835,207.139881,216.201032
SUBJ-ID-279,FP-Aversive-AM-220201-160835,224.869376,228.371907
SUBJ-ID-279,FP-Aversive-AM-220201-160835,232.747090,237.271900
SUBJ-ID-279,FP-Aversive-AM-220201-160835,242.301133,248.223027
SUBJ-ID-279,FP-Aversive-AM-220201-160835,248.687923,253.002650
SUBJ-ID-279,FP-Aversive-AM-220201-160835,253.036667,253.061632
SUBJ-ID-279,FP-Aversive-AM-220201-160835,253.146706,253.308785
SUBJ-ID-279,FP-Aversive-AM-220201-160835,253.387858,253.433528
SUBJ-ID-279,FP-Aversive-AM-220201-160835,253.454541,257.719276
SUBJ-ID-279,FP-Aversive-AM-220201-160835,258.334863,263.908987
SUBJ-ID-279,FP-Aversive-AM-220201-160835,264.591483,265.702646
SUBJ-ID-279,FP-Aversive-AM-220201-160835,268.849807,275.301110
SUBJ-ID-279,FP-Aversive-AM-220201-160835,276.405576,288.472801
SUBJ-ID-279,FP-Aversive-AM-220201-160835,288.878572,292.991631
SUBJ-ID-279,FP-Aversive-AM-220201-160835,293.584364,298.716488
SUBJ-ID-279,FP-Aversive-AM-220201-160835,299.388948,304.026972
SUBJ-ID-279,FP-Aversive-AM-220201-160835,305.416172,319.543583
SUBJ-ID-279,FP-Aversive-AM-220201-160835,320.286802,325.613363
SUBJ-ID-279,FP-Aversive-AM-220201-160835,326.071869,330.416292
SUBJ-ID-279,FP-Aversive-AM-220201-160835,331.009536,338.218004
SUBJ-ID-279,FP-Aversive-AM-220201-160835,338.716160,345.389793
SUBJ-ID-279,FP-Aversive-AM-220201-160835,346.315510,346.348421
SUBJ-ID-279,FP-Aversive-AM-220201-160835,346.362778,348.660593
SUBJ-ID-279,FP-Aversive-AM-220201-160835,355.623711,361.275802
SUBJ-ID-279,FP-Aversive-AM-220201-160835,362.798612,367.808942
SUBJ-ID-279,FP-Aversive-AM-220201-160835,368.307692,368.537027
SUBJ-ID-279,FP-Aversive-AM-220201-160835,370.205286,382.835200
SUBJ-ID-279,FP-Aversive-AM-220201-160835,383.207014,386.993172
SUBJ-ID-279,FP-Aversive-AM-220201-160835,387.390996,387.736269
SUBJ-ID-279,FP-Aversive-AM-220201-160835,387.748106,387.784315
SUBJ-ID-279,FP-Aversive-AM-220201-160835,389.464105,395.162399
SUBJ-ID-279,FP-Aversive-AM-220201-160835,396.141097,400.659231
SUBJ-ID-279,FP-Aversive-AM-220201-160835,401.440707,406.657884
SUBJ-ID-279,FP-Aversive-AM-220201-160835,407.290757,413.442437
SUBJ-ID-279,FP-Aversive-AM-220201-160835,414.138245,417.222656
SUBJ-ID-279,FP-Aversive-AM-220201-160835,417.645261,421.607793
SUBJ-ID-279,FP-Aversive-AM-220201-160835,422.065172,422.331290
SUBJ-ID-279,FP-Aversive-AM-220201-160835,422.338826,422.405755
SUBJ-ID-279,FP-Aversive-AM-220201-160835,424.242627,430.368256
SUBJ-ID-279,FP-Aversive-AM-220201-160835,430.716989,430.960497
SUBJ-ID-279,FP-Aversive-AM-220201-160835,431.938437,436.168028
SUBJ-ID-279,FP-Aversive-AM-220201-160835,436.742881,442.276659
SUBJ-ID-279,FP-Aversive-AM-220201-160835,442.697687,445.504635
SUBJ-ID-279,FP-Aversive-AM-220201-160835,445.958554,446.181745
SUBJ-ID-279,FP-Aversive-AM-220201-160835,447.638712,452.842230
SUBJ-ID-279,FP-Aversive-AM-220201-160835,453.218140,457.637192
SUBJ-ID-279,FP-Aversive-AM-220201-160835,458.090271,462.244168
SUBJ-ID-279,FP-Aversive-AM-220201-160835,462.857032,467.325215
SUBJ-ID-279,FP-Aversive-AM-220201-160835,468.007178,472.493875
SUBJ-ID-279,FP-Aversive-AM-220201-160835,473.338225,476.238111
SUBJ-ID-279,FP-Aversive-AM-220201-160835,476.704174,481.082286
SUBJ-ID-279,FP-Aversive-AM-220201-160835,481.630044,482.793841
SUBJ-ID-279,FP-Aversive-AM-220201-160835,483.508634,488.029061
SUBJ-ID-279,FP-Aversive-AM-220201-160835,488.536576,493.740524
SUBJ-ID-279,FP-Aversive-AM-220201-160835,493.758034,493.771448
SUBJ-ID-279,FP-Aversive-AM-220201-160835,494.361620,503.383060
SUBJ-ID-279,FP-Aversive-AM-220201-160835,503.980933,508.589015
SUBJ-ID-279,FP-Aversive-AM-220201-160835,509.945303,515.620925
SUBJ-ID-279,FP-Aversive-AM-220201-160835,516.658217,524.387860
SUBJ-ID-279,FP-Aversive-AM-220201-160835,524.812616,534.499758
SUBJ-ID-279,FP-Aversive-AM-220201-160835,535.119974,539.524014
SUBJ-ID-279,FP-Aversive-AM-220201-160835,539.529646,539.543736
SUBJ-ID-279,FP-Aversive-AM-220201-160835,540.180787,544.832758
SUBJ-ID-279,FP-Aversive-AM-220201-160835,545.273590,546.690048
SUBJ-ID-279,FP-Aversive-AM-220201-160835,550.598267,565.018829
SUBJ-ID-279,FP-Aversive-AM-220201-160835,565.583462,571.085414
SUBJ-ID-279,FP-Aversive-AM-220201-160835,571.524137,577.417585
SUBJ-ID-279,FP-Aversive-AM-220201-160835,578.310246,578.321347
SUBJ-ID-279,FP-Aversive-AM-220201-160835,578.326999,591.093268
SUBJ-ID-279,FP-Aversive-AM-220201-160835,591.493427,597.690491
SUBJ-ID-279,FP-Aversive-AM-220201-160835,598.291988,603.872645
SUBJ-ID-279,FP-Aversive-AM-220201-160835,604.547113,610.093629
SUBJ-ID-279,FP-Aversive-AM-220201-160835,610.552443,622.018540
